Serial,Name,Fl,Birth,Death,Inventory,ScienceField,Index,Duplicate,BirthCountry,WorkCountry,Ethnicity,Woman,No. of Inventories
21791,Iwasa Matabei (Shoi),1608,1568,1650,Art.Japan,,10.41,0,Japan,Japan,Japanese,0,
12120,Izumi Kyoka,1913,1873,1939,Lit.Japan,,21.43,0,Japan,Japan,Japanese,0,
12121,Izumi Shikibu,1028,988,1074,Lit.Japan,,19.63,0,Japan,Japan,Japanese,1,
14017,Jacapone da Todi,1270,1230,1306,Lit.West,,2.80,0,Italy,Italy,Italian,0,
4145,"Jackson, John",1875,1835,1911,Science,Medi,12.69,0,Britain,Britain,English,0,
12122,"Jacob, Max",1916,1876,1944,Lit.West,,3.11,0,France,France,Jewish,0,
4148,"Jacobi, Carl ",1844,1804,1851,Science,Math,16.61,0,Germany,Germany,Jewish,0,
12124,"Jacobsen, Jens Peter",1885,1847,1885,Lit.West,,5.80,0,Denmark,Denmark,Danish,0,
41273,Jacopo da Bologna,1350,,,Music.West,,1.94,0,Italy,Italy,Italian,0,
41274,Jacopo da Todi,1270,1230,1306,Music.West,,1.58,0,Italy,Italy,Italian,0,
4156,"Jacquard, Joseph",1792,1752,1834,Science,Tech,15.18,0,France,France,French,0,
30873,Jaimini,190,150,200,Phil.India,,3.36,0,India,India,Indian,0,
12132,Jalal al-Din ar- Rumi (Mawlana),1247,,,Lit.Arabic,,,0,Arab World,Arab World,Arabic,0,
12135,"James, Henry",1883,1843,1916,Lit.West,,18.87,0,USA,Britain,USA,0,
30876,"James, William",1882,1842,1910,Phil.West,,9.99,0,USA,USA,USA,0,
12138,Jami,1454,,,Lit.Arabic,,,0,Arab World,Arab World,Arabic,0,
12139,"Jammes, Francis",1908,1868,1938,Lit.West,,5.78,0,Belgium,France,Flemish,0,
41281,"Janácek, Leos",1894,1854,1928,Music.West,,7.50,0,Czech,Czech,Czech,0,
41282,"Janequin, Clément",1515,1475,1560,Music.West,,5.30,0,France,France,French,0,
4180,"Jansen, Zacharias",1620,1580,1628,Science,Phys,14.88,0,Netherlands,Netherlands,Dutch,0,
4181,"Jansky, Karl ",1945,1905,1950,Science,Tech,10.45,0,USA,USA,USA,0,
4183,"Janssen, Pierre",1864,1824,1907,Science,Astr,5.30,0,France,France,French,0,
12144,Jarir,693,653,729,Lit.Arabic,,41.95,0,Arab World,Arab World,Arabic,0,
12147,"Jarry, Alfred",1907,1873,1907,Lit.West,,3.35,0,France,France,French,0,
12150,Jaufre Rudel,1175,,,Lit.West,,2.01,0,France,France,French,0,
14582,Jayadeva,1200,,,Lit.India,,19.15,0,India,India,Indian,0,
30883,Jayanta Bhatta,890,,,Phil.India,,3.09,0,India,India,Indian,0,
12156,Jean Paul (Richter),1803,1763,1825,Lit.West,,11.58,0,Germany,Germany,Germanic,0,
4192,"Jeans, James ",1917,1877,1946,Science,Astr,12.61,0,Britain,Britain,English,0,
12157,"Jeffers, John Robinson",1927,1887,1962,Lit.West,,1.48,0,USA,USA,USA,0,
4197,"Jeffreys, Harold",1931,1891,1989,Science,Eart,10.56,0,Britain,Britain,English,0,
41298,"Jenkins, John",1632,1592,1678,Music.West,,1.35,0,Britain,Britain,English,0,
4206,"Jenner, Edward",1789,1749,1823,Science,Medi,31.87,0,Britain,Britain,English,0,
4213,"Jensen, Johannes ",1947,1907,1973,Science,Phys,4.92,0,Germany,Germany,Germanic,0,
14532,Jia Yi,-168,-200,-168,Lit.China,,26.34,0,China,China,Chinese,0,
10968,Jiang Kui ,1195,1155,1221,Lit.China,,7.26,0,China,China,Chinese,0,
12165,"Jimenez, Juan",1921,1881,1958,Lit.West,,7.30,0,Spain,Spain,Spanish,0,
20569,Jin Nong ,1727,1687,1764,Art.China,,8.87,0,China,China,Chinese,0,
20571,Jing Hao,895,855,915,Art.China,,20.69,0,China,China,Chinese,0,
12092,Jippensha Ikku,1805,1765,1831,Lit.Japan,,27.46,0,Japan,Japan,Japanese,0,
12171,"Jodelle, Étienne",1572,1532,1573,Lit.West,,2.15,0,France,France,French,0,
4229,"Johannsen, Wilhelm ",1897,1857,1927,Science,Biol,22.24,0,Denmark,Denmark,Danish,0,
12179,"Johnson, Samuel",1749,1709,1784,Lit.West,,11.74,0,Britain,Britain,English,0,
12182,"Joinville, Jean de",1264,1224,1319,Lit.West,,3.00,0,France,France,French,0,
4255,"Joliot-Curie, Irène",1937,1897,1956,Science,Phys,14.36,0,France,France,French,1,
4254,"Joliot, Frédéric",1940,1900,1958,Science,Phys,16.60,0,France,France,French,0,
41313,"Jolivet, André",1945,1905,1974,Music.West,,2.75,0,France,France,French,0,
41314,"Jommelli, Niccolò",1754,1714,1774,Music.West,,4.39,0,Italy,Italy,Italian,0,
21354,"Jongkind, Johan",1859,1819,1891,Art.West,,2.26,0,Netherlands,France,Dutch,0,
12187,"Jonson, Ben",1612,1572,1637,Lit.West,,14.67,0,Britain,Britain,English,0,
21355,"Jordaens, Jacob",1633,1593,1678,Art.West,,4.10,0,Belgium,Belgium,Flemish,0,
4268,"Jordan, Marie",1878,1838,1921,Science,Math,10.78,0,France,France,French,0,
4275,Jordanus de Nemore (Nemorarius),1220,,,Science,Phys,2.64,0,France,France,French,0,
41324,Josquin des Prez,1480,1440,1521,Music.West,,16.98,0,France,France,French,0,
4280,"Joule, James",1858,1818,1889,Science,Phys,40.04,0,Britain,Britain,English,0,
12200,"Joyce, James",1922,1882,1941,Lit.West,,29.39,0,Britain,Britain,Irish,0,
12201,"Jozsef, Attila",1937,1905,1937,Lit.West,,1.38,0,Hungary,Hungary,Hungarian,0,
12202,"Juan de la Cruz, San",1582,1542,1591,Lit.West,,3.96,0,Spain,Spain,Spanish,0,
12642,Juan Manuel,1322,1282,1348,Lit.West,,1.59,0,Spain,Spain,Spanish,0,
12207,Julius Caesar,-62,-102,-44,Lit.West,,17.65,0,Rome,Rome,Ancient Roman,0,
12208,"Jung-Stilling, Johann ",1780,1740,1817,Lit.West,,0.90,0,Germany,Germany,Germanic,0,
4293,"Jung, Carl Gustav",1915,1875,1961,Science,Science,,0,Switzerland,Switzerland,Germanic,0,
20597,Juran,970,,,Art.China,,26.31,0,China,China,Chinese,0,
4300,"Jussieu, Antoine de",1788,1748,1836,Science,Biol,10.57,0,France,France,French,0,
4301,"Jussieu, Bernard de",1739,1699,1777,Science,Biol,5.36,0,France,France,French,0,
21368,Justus of Ghent,1460,,,Art.West,,2.43,0,Belgium,Belgium,Flemish,0,
12215,Juvenal,95,55,140,Lit.West,,10.85,0,Rome,Rome,Ancient Roman,0,
16060,Ka’b,580,,,Lit.Arabic,,16.16,0,Rome,Arab World,Ancient Roman,0,
41328,"Kabalevsky, Dmitry",1944,1904,1987,Music.West,,2.27,0,Russia,Russia,Slavic,0,
12223,Kabir,1480,1440,1518,Lit.India,,20.06,0,India,India,Indian,0,
12226,"Kafka, Franz",1923,1883,1924,Lit.West,,21.82,0,Czech,Czech,Jewish,0,
12913,Kafu (Nagai Kafu),1919,1879,1962,Lit.Japan,,44.38,0,Japan,Japan,Japanese,0,
22951,Kaiho Yusho,1573,1533,1615,Art.Japan,,25.30,0,Japan,Japan,Japanese,0,
21379,Kaikei (Anamidabutsu),1200,,,Art.Japan,,25.67,0,Japan,Japan,Japanese,0,
12229,"Kaiser, Georg",1918,1878,1945,Lit.West,,4.86,0,Germany,Germany,Germanic,0,
11993,Kakinomoto no Hitomaro,702,662,710,Lit.Japan,,45.85,0,Japan,Japan,Japanese,0,
21381,"Kalf, Willem",1659,1619,1693,Art.West,,4.94,0,Netherlands,Netherlands,Dutch,0,
14592,Kalhana,1150,,,Lit.India,,8.38,0,India,India,Indian,0,
12230,Kalidasa,490,450,,Lit.India,,100.00,0,India,India,Indian,0,
30914,Kamasila,755,715,763,Phil.India,,1.66,0,India,India,Indian,0,
4322,"Kamerlingh-Onnes, Heike",1893,1853,1926,Science,Phys,18.51,0,Netherlands,Netherlands,Dutch,0,
15661,Kamo no Mabuchi,1737,1697,1769,Lit.Japan,,12.30,0,Japan,Japan,Japanese,0,
30915,Kanada,140,100,150,Phil.India,,6.47,0,India,India,Indian,0,
21382,"Kandinsky, Vasily",1906,1866,1944,Art.West,,30.62,0,Russia,Germany,Slavic,0,
30908,Kang Yuwei,1898,1858,1927,Phil.China,,10.22,0,China,China,Chinese,0,
20850,Kano Eitoku (Kuninobu),1583,1543,1590,Art.Japan,,64.97,0,Japan,Japan,Japanese,0,
21753,Kano Masanobu,1474,1434,1530,Art.Japan,,17.19,0,Japan,Japan,Japanese,0,
21936,Kano Motonobu,1516,1476,1539,Art.Japan,,36.24,0,Japan,Japan,Japanese,0,
23203,Kano Naganobu,1617,1577,1654,Art.Japan,,7.72,0,Japan,Japan,Japanese,0,
22362,Kano Sanraku (Kimura Mitsuyori),1599,1559,1635,Art.Japan,,34.70,0,Japan,Japan,Japanese,0,
22592,Kano Tan’yu (Morinobu),1642,1602,1674,Art.Japan,,38.98,0,Japan,Japan,Japanese,0,
4332,"Kant, Immanuel",1764,1724,1804,Science,Astr,20.46,1,Germany,Germany,Germanic,0,2
30916,"Kant, Immanuel",1764,1724,1804,Phil.West,,73.94,1,Germany,Germany,Germanic,0,2
30918,Kapila,-600,,,Phil.India,,8.66,0,India,India,Indian,0,
4335,"Kapitsa, Pyotr ",1934,1894,1984,Science,Phys,4.77,0,Russia,Russia,Jewish,0,
4338,"Kapteyn, Jacobus ",1891,1851,1922,Science,Astr,8.64,0,Netherlands,Netherlands,Dutch,0,
12240,"Karamzin, Nikolai",1806,1766,1826,Lit.West,,6.52,0,Russia,Russia,Slavic,0,
12244,"Karlfeldt, Erik Axel",1904,1864,1931,Lit.West,,3.21,0,Sweden,Sweden,Swedish,0,
4350,"Karrer, Paul",1929,1889,1971,Science,Chem,11.64,0,Switzerland,Switzerland,Germanic,0,
12253,"Katayev, Valentin",1937,1897,,Lit.West,,2.31,0,Russia,Russia,Slavic,0,
23238,Katsukawa Shunsho,1766,1726,1792,Art.Japan,,11.41,0,Japan,Japan,Japanese,0,
21222,Katsushika Hokusai,1800,1760,1849,Art.Japan,,58.08,0,Japan,Japan,Japanese,0,
21400,"Kauffmann, Angelica",1781,1741,1807,Art.West,,3.09,0,Switzerland,Italy,French,1,
15240,Kautilya,-300,,,Lit.India,,10.54,0,India,India,Indian,0,
12261,Kawabata Yasunari,1939,1899,1972,Lit.Japan,,57.37,0,Japan,Japan,Japanese,0,
24011,Kawase Hasui,1923,1883,1957,Art.Japan,,5.88,0,Japan,Japan,Japanese,0,
12262,Kawatake Mokuami,1856,1816,1893,Lit.Japan,,20.75,0,Japan,Japan,Japanese,0,
4363,"Kay, John",1744,1704,1764,Science,Tech,15.14,0,Britain,Britain,English,0,
12263,"Kazantzakis, Nikos",1925,1885,1957,Lit.West,,4.26,0,Balkans,Balkans,Greek,0,
12266,"Keats, John",1821,1795,1821,Lit.West,,25.37,0,Britain,Britain,English,0,
4371,"Keilin, David",1927,1887,1963,Science,Biol,17.18,0,Poland,Britain,Polish,0,
41354,"Keiser, Reinhard",1714,1674,1739,Music.West,,5.07,0,Germany,Germany,Germanic,0,
4376,"Kekulé, Friedrich",1869,1829,1896,Science,Chem,27.02,0,Germany,Belgium,Czech,0,
12268,"Keller, Gottfried",1859,1819,1890,Lit.West,,9.56,0,Switzerland,Switzerland,Germanic,0,
12270,"Kellgren, Johann Henric",1791,1751,1795,Lit.West,,1.45,0,Sweden,Sweden,Swedish,0,
4382,"Kelly, William",1853,1813,1898,Science,Tech,16.06,0,USA,USA,USA,0,
4387,"Kendall, Edward Calvin",1926,1886,1972,Science,Biol,25.65,0,USA,USA,USA,0,
14400,Kenko (Yoshida Kaneyoshi),1323,1283,1350,Lit.Japan,,29.73,0,Japan,Japan,Japanese,0,
4393,"Kennedy, J.W.",1941,,,Science,Chem,4.06,0,USA,USA,USA,0,
4394,"Kennelly, Arthur ",1901,1861,1939,Science,Tech,12.29,0,Britain,USA,Irish,0,
4396,"Kepler, Johannes",1611,1571,1630,Science,Astr,93.21,0,Germany,Czech,Germanic,0,
41364,"Kerll, Johann von",1667,1627,1693,Music.West,,1.55,0,Germany,Austria,Germanic,0,
41365,"Kern, Jerome",1925,1885,1945,Music.West,,1.00,0,USA,USA,Jewish,0,
4406,"Kettering, Charles ",1916,1876,1958,Science,Tech,10.22,0,USA,USA,USA,0,
12282,Khaqani,1146,,,Lit.Arabic,,,0,Arab World,Arab World,Arabic,0,
4414,"Khayyam, Omar (al-Khayyami)",1088,1048,1131,Science,Math,13.08,1,Arab World,Arab World,Arabic,0,2
13032,"Khayyam, Omar (al-Khayyami)",1088,,,Lit.Arabic,,,1,Arab World,Arab World,Arabic,0,2
10175,Khwajah ‘Abd Allah al- Ansari of Herat,1046,,,Lit.Arabic,,,0,Arab World,Arab World,Arabic,0,
14065,Ki no Tsurayuki,908,868,946,Lit.Japan,,67.39,0,Japan,Japan,Japanese,0,
21877,Kichisan Mincho (Cho Densu),1392,1352,1431,Art.Japan,,19.10,0,Japan,Japan,Japanese,0,
12294,"Kielland, Alexander",1886,1846,1906,Lit.West,,4.28,0,Norway,Norway,Norwegian,0,
30925,"Kierkegaard, Søren",1853,1813,1855,Phil.West,,10.27,0,Denmark,Denmark,Danish,0,
12300,"Kinck, Hans ",1905,1865,1926,Lit.West,,2.37,0,Norway,Norway,Norwegian,0,
4437,"King, Charles ",1936,1896,1988,Science,Medi,15.09,0,USA,USA,USA,0,
4449,"Kipfer, Paul",1931,,,Science,Eart,11.91,0,Switzerland,Switzerland,Germanic,0,
12310,"Kipling, Rudyard",1905,1865,1936,Lit.West,,9.47,0,Britain,Britain,English,0,
4451,"Kipping, Frederic ",1903,1863,1949,Science,Chem,2.96,0,Britain,Britain,English,0,
4453,"Kircher, Athanasius",1642,1602,1680,Science,Science,,0,Germany,Germany,Germanic,0,
4454,"Kirchhoff, Gustave",1864,1824,1887,Science,Phys,43.44,0,Germany,Germany,Germanic,0,
21423,"Kirchner, Ernst ",1920,1880,1938,Art.West,,12.43,0,Germany,Germany,Germanic,0,
4458,"Kirkwood, Daniel",1854,1814,1895,Science,Astr,5.22,0,USA,USA,USA,0,
22712,Kitagawa Utamaro,1793,1753,1806,Art.Japan,,33.67,0,Japan,Japan,Japanese,0,
4463,"Kitasato, Shibasaburo",1892,1852,1931,Science,Medi,42.27,0,Japan,Japan,Japanese,0,
41390,"Kjerulf, Halfdan",1855,1815,1868,Music.West,,1.00,0,Norway,Norway,Norwegian,0,
4466,"Klaproth, Martin ",1783,1743,1817,Science,Chem,23.01,0,Germany,Germany,Germanic,0,
4471,"Klebs, Edwin",1873,1833,1913,Science,Medi,26.30,0,Germany,Germany,Germanic,0,
21428,"Klee, Paul",1919,1879,1940,Art.West,,22.41,0,Switzerland,Germany,Germanic,0,
4473,"Klein, Christian ",1889,1849,1925,Science,Math,22.52,0,Germany,Germany,Germanic,0,
4481,"Kleist, Ewald von",1740,1700,1748,Science,Phys,9.71,0,Germany,Germany,Germanic,0,
12324,"Kleist, Heinrich von",1811,1777,1811,Lit.West,,12.81,0,Germany,Germany,Germanic,0,
21431,"Klimt, Gustav",1902,1862,1918,Art.West,,9.17,0,Austria,Austria,Germanic,0,
21432,"Kline, Franz",1949,1910,1962,Art.West,,6.03,0,USA,USA,Jewish,0,
12325,"Klinger, Freidrich von",1792,1752,1831,Lit.West,,3.64,0,Germany,Germany,Germanic,0,
21433,"Klinger, Max",1897,1857,1920,Art.West,,2.59,0,Germany,Germany,Germanic,0,
12329,"Klopstock, Friedrich",1764,1724,1803,Lit.West,,16.77,0,Germany,Germany,Germanic,0,
21435,"Kneller, Godfrey",1689,1649,1723,Art.West,,1.08,0,Germany,Britain,Germanic,0,
12112,Kobayashi Issa,1803,1763,1827,Lit.Japan,,31.96,0,Japan,Japan,Japanese,0,
23195,Kobayashi Kokei (Shigeru),1923,1883,1957,Art.Japan,,15.60,0,Japan,Japan,Japanese,0,
12335,Kobayashi Takiji,1933,1903,1933,Lit.Japan,,23.76,0,Japan,Japan,Japanese,0,
4513,"Koch, Robert",1883,1843,1910,Science,Medi,89.91,0,Germany,Germany,Germanic,0,
12337,"Kochanowski, Jan",1570,1530,1584,Lit.West,,3.36,0,Poland,Poland,Polish,0,
14467,Koda Rohan,1907,1867,1947,Lit.Japan,,25.26,0,Japan,Japan,Japanese,0,
41412,"Kodály, Zoltán",1922,1882,1967,Music.West,,7.32,0,Hungary,Hungary,Hungarian,0,
41413,"Koechlin, Charles",1907,1867,1951,Music.West,,2.46,0,France,France,French,0,
21441,Kokei,1180,,,Art.Japan,,10.28,0,Japan,Japan,Japanese,0,
21442,"Kokoschka, Oskar",1928,1888,1980,Art.West,,9.38,0,Austria,Austria,Germanic,0,
4535,"Kolbe, Adolf",1858,1818,1884,Science,Chem,7.21,0,Germany,Germany,Germanic,0,
4538,"Koller, Carl",1897,1857,1944,Science,Medi,11.44,0,Czech,Austria,Jewish,0,
4540,"Kölliker, Rudolf von",1857,1817,1905,Science,Biol,21.93,0,Switzerland,Switzerland,Germanic,0,
21443,"Kollwitz, Kathe",1907,1867,1945,Art.West,,7.58,0,Germany,Germany,Germanic,1,
4541,"Kolmogorov, Andrey ",1943,1903,1987,Science,Math,4.09,0,Russia,Russia,Slavic,0,
4518,"Kölreuter, Joseph ",1773,1733,1806,Science,Biol,9.16,0,Germany,Germany,Germanic,0,
12346,"Koltsov, Alexey ",1842,1809,1842,Lit.West,,2.49,0,Russia,Russia,Slavic,0,
12220,Kong Shangren,1688,1648,1718,Lit.China,,13.83,0,China,China,Chinese,0,
12359,"Korolenko, Vladimir",1893,1853,1921,Lit.West,,3.15,0,Russia,Russia,Slavic,0,
4559,"Korolev, Sergei",1947,1907,1966,Science,Tech,10.54,0,Russia,Russia,Slavic,0,
4562,"Kossel, Karl",1893,1853,1927,Science,Chem,3.49,0,Germany,Germany,Germanic,0,
4565,"Koster, Lauren",1410,1370,1440,Science,Tech,11.14,0,Netherlands,Netherlands,Dutch,0,
12363,"Kotzebue, August von",1801,1761,1819,Lit.West,,2.30,0,Germany,Germany,Germanic,0,
4572,"Kovalevskaya, Sonya ",1890,1850,1891,Science,Math,8.34,0,Russia,Sweden,Slavic,1,
12368,"Krasinski, Zygmunt",1852,1812,1859,Lit.West,,4.47,0,Poland,Poland,Polish,0,
4598,"Krebs, Hans ",1940,1900,1981,Science,Biol,20.85,0,Germany,Britain,Jewish,0,
41446,"Krenek, Ernst",1940,1900,1940,Music.West,,6.25,0,Austria,Austria,Germanic,0,
12373,"Krezla, Miroslav",1933,1893,1981,Lit.West,,2.73,0,Balkans,Balkans,Croatian,0,
41450,"Krieger, Adam",1666,1634,1666,Music.West,,1.80,0,Germany,Germany,Germanic,0,
41452,"Krieger, Johann ",1689,1649,1725,Music.West,,2.38,0,Germany,Germany,Germanic,0,
21458,Kritios,-480,,,Art.West,,,0,Anc Greece,Anc Greece,Ancient Greek,0,
4604,"Kronecker, Leopold",1863,1823,1891,Science,Math,9.82,0,Germany,Germany,Jewish,0,
12377,"Krylov, Ivan ",1808,1768,1844,Lit.West,,3.94,0,Russia,Russia,Slavic,0,
41457,"Kuhlau, Friedrich",1826,1786,1832,Music.West,,1.11,0,Germany,Denmark,Germanic,0,
4625,"Kuhn, Richard",1940,1900,1967,Science,Chem,4.38,1,Austria,Germany,Germanic,0,2
4625,"Kuhn, Richard",1940,1900,1967,Science,Medi,8.23,1,Austria,Germany,Germanic,0,2
41458,"Kuhnau, Johann",1700,1660,1722,Music.West,,4.45,0,Germany,Germany,Germanic,0,
4627,"Kühne, Wilhelm ",1877,1837,1900,Science,Chem,4.59,0,Germany,Germany,Germanic,0,
4628,"Kuiper, Gerard Peter",1945,1905,1973,Science,Astr,31.71,0,Netherlands,USA,Dutch,0,
15697,Kukai (Kobo Daishi),814,774,835,Lit.Japan,,29.65,1,Japan,Japan,Japanese,0,2
23198,Kukai (Kobo Daishi),814,774,835,Art.Japan,,50.50,1,Japan,Japan,Japanese,0,2
14606,Kumaradasa ,520,,,Lit.India,,3.14,0,India,India,Indian,0,
30950,Kumarila,660,620,680,Phil.India,,11.02,0,India,India,Indian,0,
4630,"Kummer, Ernst",1850,1810,1893,Science,Math,6.78,0,Germany,Germany,Germanic,0,
21373,Kuncan (Shiqi),1652,1612,1673,Art.China,,11.35,0,China,China,Chinese,0,
15699,Kunikida Doppo,1908,1871,1908,Lit.Japan,,15.49,0,Japan,Japan,Japanese,0,
21487,"Kupka, Frank (Frantisek)",1911,1871,1957,Art.West,,3.24,0,Czech,France,Czech,0,
41460,"Kusser, Johann ",1700,1660,1727,Music.West,,2.04,0,Austria,Austria,Germanic,0,
21920,Kusumi Morikage,1660,1620,1690,Art.Japan,,6.43,0,Japan,Japan,Japanese,0,
12386,Kuthayir,710,,,Lit.Arabic,,14.70,0,Arab World,Arab World,Arabic,0,
12389,"Kyd, Thomas",1594,1558,1594,Lit.West,,2.82,0,Britain,Britain,English,0,
4660,"L’Hospital, Guillaume de ",1701,1661,1704,Science,Math,9.20,0,France,France,French,0,
10751,"La Bruyere, Jean de",1685,1645,1696,Lit.West,,10.15,0,France,France,French,0,
12395,"La Fontaine, Jean de",1661,1621,1695,Lit.West,,15.30,0,France,France,French,0,
12397,"La Rochefoucauld, Duc de",1653,1613,1680,Lit.West,,8.04,0,France,France,French,0,
41471,"La Rue, Pierre de",1517,1477,1518,Music.West,,3.17,0,Belgium,Netherlands,Dutch,0,
21494,"La Tour, Georges de",1633,1593,1652,Art.West,,11.05,0,France,France,French,0,
12400,"Labiche, Eugène",1855,1815,1888,Lit.West,,2.51,0,France,France,French,0,
12401,Labid ibn Rabi,600,560,660,Lit.Arabic,,28.16,0,Arab World,Arab World,Arabic,0,
4676,"Lacaille, Nicolas de",1753,1713,1762,Science,Eart,9.11,0,France,France,French,0,
12402,"Laclos, Pierre de ",1781,1741,1803,Lit.West,,4.17,0,France,France,French,0,
4684,"Laënnec, René",1821,1781,1826,Science,Medi,54.03,0,France,France,French,0,
12405,"Lafayette, Marie",1674,1634,1693,Lit.West,,7.22,0,France,France,French,1,
12406,"Laforgue, Jules",1887,1860,1887,Lit.West,,6.38,0,France,France,French,0,
12407,"Lagerkvist, Par ",1931,1891,1974,Lit.West,,4.45,0,Sweden,Sweden,Swedish,0,
12408,"Lagerlöf, Selma",1899,1859,1940,Lit.West,,8.00,0,Sweden,Sweden,Swedish,1,
4686,"Lagrange, Joseph",1776,1736,1813,Science,Math,30.08,0,Italy,France,Italian,0,
41487,"Lalo, Édouard",1863,1823,1892,Music.West,,2.79,0,France,France,Flemish,0,
4694,"Lamarck, Jean",1784,1744,1829,Science,Biol,88.18,0,France,France,French,0,
12411,"Lamartine, Alphonse de ",1830,1790,1869,Lit.West,,13.90,0,France,France,French,0,
4698,"Lambert, Johann ",1768,1728,1777,Science,Astr,10.11,1,Germany,Switzerland,Germanic,0,2
4698,"Lambert, Johann ",1768,1728,1777,Science,Math,14.44,1,Germany,Switzerland,Germanic,0,2
41492,"Lambert, Michel",1650,1610,1696,Music.West,,1.00,0,France,France,French,0,
21506,"Lancret, Nicolas",1730,1690,1743,Art.West,,1.28,0,France,France,French,0,
4714,"Land, Edwin ",1949,1909,1991,Science,Tech,18.29,0,USA,USA,Jewish,0,
41499,"Landi, Stefano",1626,1586,1639,Music.West,,3.19,0,Italy,Italy,Italian,0,
41500,"Landini, Francesco",1365,1325,1397,Music.West,,5.69,0,Italy,Italy,Italian,0,
12421,"Landor, Walter ",1815,1775,1864,Lit.West,,1.70,0,Britain,Britain,English,0,
4726,"Landsteiner, Karl",1908,1868,1943,Science,Biol,24.35,0,Austria,Austria,Jewish,0,
21508,"Lanfranco, Giovanni",1622,1582,1647,Art.West,,2.59,0,Italy,Italy,Italian,0,
12426,"Langland, William",1372,1332,1400,Lit.West,,2.12,0,Britain,Britain,English,0,
4740,"Langley, Samuel ",1874,1834,1906,Science,Tech,9.14,0,USA,USA,USA,0,
4742,"Langmuir, Irving",1921,1881,1957,Science,Chem,10.22,0,USA,USA,USA,0,
41513,"Lanier, Nicholas",1628,1588,1666,Music.West,,1.11,0,Britain,Britain,English,0,
41514,"Lanner, Josef",1841,1801,1843,Music.West,,1.00,0,Austria,Austria,Germanic,0,
41516,"Lantins, Hugo de",1430,,,Music.West,,1.00,0,Italy,Italy,Italian,0,
12428,Lao She (Shu Sheyu),1939,1899,1966,Lit.China,,,0,China,China,Chinese,0,
30969,Laozi,-550,,,Phil.China,,68.63,0,China,China,Chinese,0,
4754,"Laplace, Pierre",1789,1749,1827,Science,Astr,78.78,1,France,France,French,0,2
4754,"Laplace, Pierre",1789,1749,1827,Science,Math,17.46,1,France,France,French,0,2
21516,"Larionoff, Mikhail",1921,1881,1964,Art.West,,3.39,0,Russia,Russia,Slavic,0,
4765,"Lartet, Edouard ",1841,1801,1871,Science,Biol,9.41,0,France,France,French,0,
4771,"Lassell, William",1839,1799,1880,Science,Astr,21.42,0,Britain,Britain,English,0,
41521,"Lassus, Orlando",1572,1532,1594,Music.West,,13.52,0,Belgium,Germany,Flemish,0,
4779,"Laue, Max von",1919,1879,1960,Science,Phys,14.01,0,Germany,Germany,Germanic,0,
21522,"Laurana, Francesco",1470,1430,1502,Art.West,,1.78,0,Balkans,Italy,Croatian,0,
4785,"Laurent, Auguste",1847,1807,1853,Science,Chem,8.34,0,France,France,French,0,
4790,"Laval, Carl de",1885,1845,1913,Science,Tech,8.93,0,Sweden,Sweden,Swedish,0,
12441,"Lavater, Johann ",1781,1741,1801,Lit.West,,2.12,0,Switzerland,Switzerland,Germanic,0,
4792,"Laveran, Charles",1885,1845,1922,Science,Biol,7.64,0,France,France,French,0,
4794,"Lavoisier, Antoine",1783,1743,1794,Science,Chem,100.00,0,France,France,French,0,
41528,"Lawes, Henry",1636,1596,1662,Music.West,,2.03,0,Britain,Britain,English,0,
4796,"Lawes, John ",1854,1814,1899,Science,Tech,15.75,0,Britain,Britain,English,0,
12442,"Lawrence, D.H.",1925,1885,1930,Lit.West,,12.07,0,Britain,Britain,English,0,
4798,"Lawrence, Ernest ",1941,1901,1958,Science,Phys,12.98,0,USA,USA,USA,0,
21527,"Lawrence, Thomas",1809,1769,1830,Art.West,,2.66,0,Britain,Britain,English,0,
12445,"Laxness, Halldor",1942,1902,,Lit.West,,3.57,0,Iceland,Iceland,Icelandic,0,
4811,"Le Bel, Joseph",1887,1847,1930,Science,Chem,8.01,0,Germany,France,Germanic,0,
4815,"Le Châtelier, Henri",1890,1850,1936,Science,Chem,3.22,0,France,France,French,0,
41532,"Le Jeune, Claude",1568,1528,1600,Music.West,,3.21,0,France,France,French,0,
41534,"Le Maistre, Mattheus",1545,1505,1577,Music.West,,1.00,0,Belgium,Germany,Dutch,0,
21529,Le Nain Brothers,1635,,,Art.West,,5.83,0,France,France,French,0,
4831,"Le Verrier, Urbain",1851,1811,1877,Science,Astr,21.64,0,France,France,French,0,
4833,"Leakey, Louis ",1943,1903,1972,Science,Eart,16.73,0,SS Africa,SS Africa,English,0,
4837,"Leavitt, Henrietta ",1908,1868,1921,Science,Astr,12.18,0,USA,USA,USA,1,
4839,"Lebedev, Pyotr ",1906,1866,1912,Science,Phys,6.62,0,Russia,Russia,Slavic,0,
4842,"Lebesgue, Henri",1915,1875,1941,Science,Math,10.38,0,France,France,French,0,
4843,"Leblanc, Nicolas",1782,1742,1806,Science,Chem,6.20,0,France,France,French,0,
4844,"Lebon, Philippe",1804,1767,1804,Science,Tech,12.30,0,France,France,French,0,
21537,"Lebrun, Charles",1659,1619,1690,Art.West,,15.18,0,France,France,French,0,
41539,"Lechner, Leonhard",1573,1533,1606,Music.West,,1.60,0,Austria,Germany,Germanic,0,
4845,"Leclanché, Georges ",1879,1839,1882,Science,Tech,7.65,0,France,France,French,0,
