Serial,Name,Fl,Birth,Death,Inventory,ScienceField,Index,Duplicate,BirthCountry,WorkCountry,Ethnicity,Woman,No. of Inventories
22492,"Snyders, Frans",1619,1579,1657,Art.West,,1.89,0,Belgium,Belgium,Flemish,0,
22493,Soami (Shinso),1510,1470,1525,Art.Japan,,27.27,0,Japan,Japan,Japanese,0,
7698,"Sobrero, Ascanio",1852,1812,1888,Science,Chem,4.85,0,Italy,Italy,Italian,0,
31427,Socrates,-429,-469,-399,Phil.West,,26.32,0,Anc Greece,Anc Greece,Ancient Greek,0,
7700,"Soddy, Frederick",1917,1877,1956,Science,Chem,24.51,0,Britain,Britain,English,0,
22495,"Sodoma, Il",1517,1477,1549,Art.West,,1.00,0,Italy,Italy,Italian,0,
21327,Soga Jasoku (Dasoku),1470,,,Art.Japan,,5.81,0,Japan,Japan,Japanese,0,
13763,Sogi (Iio Sogi),1461,1421,1503,Lit.Japan,,29.31,0,Japan,Japan,Japanese,0,
42660,"Soler, Antonio",1769,1729,1783,Music.West,,1.00,0,Spain,Spain,Spanish,0,
22499,"Solimena, Francesco",1697,1657,1747,Art.West,,1.00,0,Italy,Italy,Italian,0,
13766,"Sologub, Fedor",1903,1863,1927,Lit.West,,3.15,0,Russia,Russia,Slavic,0,
13767,"Solomos, Dionysus",1838,1798,1857,Lit.West,,2.59,0,Balkans,Balkans,Greek,0,
13768,Solon of Athens,-600,-640,-559,Lit.West,,4.86,0,Anc Greece,Anc Greece,Ancient Greek,0,
7718,"Solvay, Ernest",1878,1838,1922,Science,Chem,8.47,0,Belgium,Belgium,Flemish,0,
13769,Somadeva,1070,,,Lit.India,,13.94,0,India,India,Indian,0,
7722,"Sommeiller, Germain",1855,1815,1871,Science,Tech,5.88,0,France,France,French,0,
7723,"Sommerfeld, Arnold  ",1908,1868,1951,Science,Phys,20.36,0,Germany,Germany,Germanic,0,
13891,Song Yu,-250,-290,-222,Lit.China,,33.29,0,China,China,Chinese,0,
13774,Sophocles,-456,-496,-405,Lit.West,,25.97,0,Anc Greece,Anc Greece,Ancient Greek,0,
7732,Soranus of Ephesus,120,,,Science,Medi,13.42,0,Rome,Rome,Ancient Roman,0,
7733,"Sorby, Henry ",1866,1826,1908,Science,Eart,7.30,0,Britain,Britain,English,0,
7734,"Sørensen, Soren",1908,1868,1939,Science,Chem,2.94,0,Denmark,Denmark,Danish,0,
13779,"Sorge, Reinhard",1916,1892,1916,Lit.West,,1.72,0,Germany,Germany,Germanic,0,
12928,Soseki (Natsume Kinnosuke),1907,1867,1916,Lit.Japan,,60.08,0,Japan,Japan,Japanese,0,
7737,Sosigenes,50,,,Science,Astr,8.64,0,Rome,Rome,Ancient Roman,0,
7738,Sostrastes of Cnidos,-270,,,Science,Tech,7.98,0,Anc Greece,Anc Greece,Ancient Greek,0,
22510,Sotan (Oguri Sukeshige),1438,1398,1485,Art.Japan,,7.27,0,Japan,Japan,Japanese,0,
23228,Sotaro Yasui,1928,1888,1955,Art.Japan,,13.33,0,Japan,Japan,Japanese,0,
7741,"Soubeiran, Eugene",1831,,,Science,Chem,4.06,0,France,France,French,0,
13788,"Southey, Robert",1814,1774,1843,Lit.West,,3.43,0,Britain,Britain,English,0,
22515,"Soutine, Chaim",1933,1893,1943,Art.West,,4.44,0,Russia,France,Jewish,0,
7749,Spallanzani,1769,1729,1799,Science,Biol,37.90,0,Italy,Italy,Italian,0,
7754,"Spemann, Hans",1909,1869,1941,Science,Biol,17.83,0,Germany,Germany,Germanic,0,
31438,"Spencer, Herbert",1860,1820,1903,Phil.West,,4.71,0,Britain,Britain,English,0,
13794,"Spender, Stephen",1949,1909,,Lit.West,,2.62,0,Britain,Britain,English,0,
13795,"Spenser, Edmund",1592,1552,1599,Lit.West,,13.75,0,Britain,Britain,English,0,
7763,"Sperry, Elmer ",1900,1860,1930,Science,Tech,11.79,0,USA,USA,USA,0,
13797,"Spielhagen, Friedrich",1869,1829,1911,Lit.West,,1.83,0,Germany,Germany,Germanic,0,
31442,"Spinoza, Benedict",1672,1632,1677,Phil.West,,27.39,0,Netherlands,Netherlands,Jewish,0,
42681,"Spohr, Louis",1824,1784,1859,Music.West,,6.59,0,Germany,Germany,Germanic,0,
42682,"Spontini, Gaspare",1814,1774,1851,Music.West,,5.70,0,Italy,Germany,Italian,0,
7785,"Sprague, Frank",1897,1857,1934,Science,Tech,10.42,0,USA,USA,USA,0,
22519,"Spranger, Bartholomeus",1586,1546,1611,Art.West,,4.26,0,Belgium,Belgium,Flemish,0,
7787,"Sprengel, Conrad ",1790,1750,1816,Science,Biol,5.79,0,Germany,Germany,Germanic,0,
7794,"Spurzheim, Johann",1816,1776,1832,Science,Biol,5.97,0,Germany,Austria,Germanic,0,
31444,Sridhara,40,990,,Phil.India,,2.48,0,India,India,Indian,0,
42684,"Staden, Sigmund",1647,1607,1655,Music.West,,1.00,0,Germany,Germany,Germanic,0,
13811,"Stadler, Ernst",1914,1883,1914,Lit.West,,1.13,0,Germany,Germany,Germanic,0,
13812,"Staël, Madame de (Necker)",1806,1766,1817,Lit.West,,11.37,0,France,France,French,1,
7804,"Stahl, Georg ",1700,1660,1734,Science,Medi,26.12,0,Germany,Germany,Germanic,0,
42691,"Stamitz, Carl",1785,1745,1801,Music.West,,1.12,0,Germany,France,Germanic,0,
42692,"Stamitz, Johann",1757,1717,1757,Music.West,,7.56,0,Czech,Germany,Czech,0,
13816,"Stampa, Gaspara",1554,1523,1554,Lit.West,,2.00,0,Italy,Italy,Italian,1,
42694,"Stanford, Charles",1892,1852,1924,Music.West,,2.70,0,Britain,Britain,Irish,0,
7815,"Stanley, Wendell ",1944,1904,1971,Science,Biol,16.11,0,USA,USA,USA,0,
7822,"Stark, Johannes",1914,1874,1957,Science,Phys,8.60,0,Germany,Germany,Germanic,0,
7824,"Starling, Ernest",1906,1866,1927,Science,Biol,19.52,0,Britain,Britain,English,0,
7826,"Stas, Jean Servais",1853,1813,1891,Science,Chem,3.28,0,Belgium,Belgium,Flemish,0,
7829,"Staudinger, Hermann",1921,1881,1965,Science,Chem,6.99,0,Germany,Germany,Germanic,0,
13823,"Steele, Richard",1712,1672,1729,Lit.West,,5.30,0,Britain,Britain,Irish,0,
22524,"Steen, Jan",1666,1626,1679,Art.West,,9.01,0,Netherlands,Netherlands,Dutch,0,
7840,"Steenbock, Harry",1926,1886,1967,Science,Biol,6.59,0,USA,USA,USA,0,
7842,"Stefan, Josef",1875,1835,1893,Science,Phys,8.75,0,Balkans,Austria,Slovenian,0,
42699,"Steffani, Agostino",1694,1654,1728,Music.West,,4.51,0,Italy,Germany,Italian,0,
13828,"Stein, Gertrude",1914,1874,1946,Lit.West,,3.48,0,USA,USA,Jewish,1,
13830,"Steinbeck, John",1942,1902,1968,Lit.West,,5.81,0,USA,USA,USA,0,
7850,"Steiner, Jakob",1836,1796,1863,Science,Math,8.44,0,Switzerland,Germany,Germanic,0,
7855,"Steinmetz, Charles ",1905,1865,1923,Science,Tech,1.00,0,Germany,USA,Jewish,0,
13833,Stendhal (Beyle) ,1823,1783,1842,Lit.West,,21.05,0,France,France,French,0,
7860,"Stensen, Niels (Steno)",1678,1638,1686,Science,Biol,28.23,0,Denmark,Denmark,Danish,0,
7867,"Stephenson, George",1821,1781,1848,Science,Tech,30.45,0,Britain,Britain,English,0,
7872,"Stern, Otto",1928,1888,1969,Science,Phys,8.68,0,Germany,Germany,Jewish,0,
13836,"Sterne, Laurence",1753,1713,1768,Lit.West,,14.94,0,Britain,Britain,English,0,
7879,"Stevens, John ",1893,1853,1943,Science,Tech,9.98,0,USA,USA,USA,0,
7880,"Stevens, Nettie ",1901,1861,1912,Science,Biol,6.37,0,USA,USA,USA,1,
13840,"Stevenson, Robert",1890,1850,1894,Lit.West,,7.12,0,Britain,Britain,Scots,0,
7883,"Stevin, Simon",1588,1548,1620,Science,Math,20.67,0,Belgium,Netherlands,Flemish,0,
13844,"Stiernhielm, Georg",1638,1598,1672,Lit.West,,1.88,0,Sweden,Sweden,Swedish,0,
7892,"Stifel, Michael",1527,1487,1567,Science,Math,10.52,0,Germany,Germany,Germanic,0,
13845,"Stifter, Adalbert",1845,1805,1868,Lit.West,,5.16,0,Czech,Austria,Czech,0,
22536,"Still, Clyfford",1944,1904,1981,Art.West,,2.93,0,USA,USA,USA,0,
7899,"Stirling, James",1732,1692,1770,Science,Math,2.72,0,Britain,Britain,Scots,0,
7906,"Stokes, George ",1859,1819,1903,Science,Phys,20.94,0,Britain,Britain,Irish,0,
7909,"Stoll, Arthur",1927,1887,,Science,Chem,6.07,0,Switzerland,Switzerland,Germanic,0,
42720,"Stoltzer, Thomas",1515,1475,1526,Music.West,,1.75,0,Germany,Germany,Germanic,0,
7916,"Stoney, George ",1866,1826,1911,Science,Phys,10.06,0,Britain,Britain,Irish,0,
13852,"Storm, Theodor",1857,1817,1888,Lit.West,,5.39,0,Germany,Germany,Germanic,0,
22542,"Stoss, Veit",1485,1445,1533,Art.West,,7.92,0,Germany,Germany,Germanic,0,
13854,"Stowe, Harriet",1851,1811,1896,Lit.West,,1.82,0,USA,USA,USA,1,
7920,Strabo of Amasia,-24,-64,25,Science,Eart,18.06,0,Anc Greece,Anc Greece,Ancient Greek,0,
42725,"Stradella, Alessandro",1679,1639,1682,Music.West,,5.14,0,Italy,Italy,Italian,0,
7924,"Strasburger, Eduard ",1884,1844,1912,Science,Biol,11.93,0,Germany,Germany,Jewish,0,
7925,"Strassman, Friedrich ",1942,1902,1980,Science,Phys,8.60,0,Germany,Germany,Germanic,0,
7927,Strato of Lampsacus,-250,,,Science,Science,,0,Anc Greece,Anc Greece,Ancient Greek,0,
42730,"Strauss, Johann, Jr.",1865,1825,1899,Music.West,,4.74,0,Austria,Austria,Germanic,0,
42734,"Strauss, Richard",1904,1864,1949,Music.West,,25.56,0,Germany,Germany,Germanic,0,
42735,"Stravinsky, Igor",1922,1882,1971,Music.West,,45.42,0,Russia,Russia,Slavic,0,
42739,"Striggi, Alessandro",1580,1540,1592,Music.West,,1.48,0,Italy,Italy,Italian,0,
13864,Strindberg August,1889,1849,1912,Lit.West,,25.10,0,Sweden,Sweden,Swedish,0,
7939,"Stromeyer, Friedrich",1816,1776,1835,Science,Chem,4.46,0,Germany,Germany,Germanic,0,
7948,"Strutt, Jedediah",1764,,,Science,Tech,7.89,0,Britain,Britain,English,0,
7949,"Strutt, John William ",1882,1842,1919,Science,Phys,26.10,0,Britain,Britain,English,0,
7950,"Strutt, Robert John",1915,1875,1947,Science,Phys,1.46,0,Britain,Britain,English,0,
7951,"Struve, Wilhelm von",1833,1793,1864,Science,Astr,7.22,0,Germany,Russia,Germanic,0,
22547,"Stuart, Gilbert",1795,1755,1828,Art.West,,1.20,0,USA,USA,USA,0,
22549,"Stubbs, George",1764,1724,1806,Art.West,,4.47,0,Britain,Britain,English,0,
7963,"Sturgeon, William",1823,1783,1850,Science,Phys,7.27,0,Britain,Britain,English,0,
13871,"Sturluson, Snorri",1219,1179,1241,Lit.West,,5.74,0,Iceland,Iceland,Icelandic,0,
7966,"Sturtevant, Alfred Henry",1931,1891,1970,Science,Biol,32.99,0,USA,USA,USA,0,
22552,Su Shi (Su Dongpo),1076,1036,1101,Art.China,,53.77,0,China,China,Chinese,0,
13873,Su Shi (Su Dongpo) ,1076,1036,1101,Lit.China,,83.11,0,China,China,Chinese,0,
13874,Subandhu,600,,,Lit.India,,6.89,0,India,India,Indian,0,
13879,"Sudermann, Hermann",1897,1857,1928,Lit.West,,3.68,0,Germany,Germany,Germanic,0,
13880,Sudraka,300,,,Lit.India,,10.99,0,India,India,Indian,0,
7972,"Suess, Eduard",1871,1831,1914,Science,Eart,24.21,0,Germany,Austria,Jewish,0,
13882,"Suetonius, Gaius",109,69,140,Lit.West,,5.59,0,Rome,Rome,Ancient Roman,0,
15804,Sugawara no Michizane,885,845,903,Lit.Japan,,33.74,0,Japan,Japan,Japanese,0,
42760,"Sullivan, Arthur Seymour",1882,1842,1900,Music.West,,4.81,0,Britain,Britain,English,0,
21351,Sumiyoshi Jokei,1639,1599,1670,Art.Japan,,7.34,0,Japan,Japan,Japanese,0,
7983,"Sumner, James ",1927,1887,1955,Science,Biol,13.31,0,USA,USA,USA,0,
13893,Surdas,1523,1483,1563,Lit.India,,4.38,0,India,India,Indian,0,
31475,Suresvara,750,,,Phil.India,,2.05,0,India,India,Indian,0,
42765,"Susato, Tylman",1540,1500,1561,Music.West,,1.07,0,Belgium,Netherlands,Dutch,0,
22567,"Sutherland, Graham",1943,1903,1980,Art.West,,2.65,0,Britain,Britain,English,0,
8004,"Sutton, Walter ",1916,1877,1916,Science,Biol,11.81,0,USA,USA,USA,0,
21154,Suzuki Harunobu,1760,1720,1770,Art.Japan,,32.90,0,Japan,Japan,Japanese,0,
8006,"Svedberg, The ",1924,1884,1971,Science,Chem,11.69,0,Sweden,Britain,Swedish,0,
13899,"Svevo, Italo (Schmitz)",1901,1861,1928,Lit.West,,5.72,0,Italy,Italy,Jewish,0,
8015,"Swammerdam, Jan",1677,1637,1680,Science,Biol,47.47,0,Netherlands,Netherlands,Dutch,0,
8016,"Swan, Joseph ",1868,1828,1914,Science,Tech,24.39,0,Britain,Britain,English,0,
13900,"Swedenborg, Emanuel",1728,1688,1772,Lit.West,,8.61,0,Sweden,Sweden,Swedish,0,
42774,"Sweelinck, Jan",1602,1562,1621,Music.West,,4.92,0,Netherlands,Netherlands,Dutch,0,
13901,"Swift, Jonathan",1707,1667,1745,Lit.West,,18.08,0,Britain,Britain,English,0,
13902,"Swinburne, Algernon",1877,1837,1909,Lit.West,,8.72,0,Britain,Britain,English,0,
8024,"Swinburne, James",1898,1858,1958,Science,Chem,4.47,0,Britain,Britain,Scots,0,
8031,"Sydenham, Thomas",1664,1624,1689,Science,Medi,39.62,0,Britain,Britain,English,0,
8033,"Sylvester, James ",1854,1814,1897,Science,Math,9.40,0,Britain,Britain,Jewish,0,
13903,"Synge, John",1909,1871,1909,Lit.West,,4.51,0,Britain,Britain,Irish,0,
8042,"Szent-Györgyi, Albert",1933,1893,1986,Science,Biol,1.22,1,Hungary,Hungary,Hungarian,0,2
8042,"Szent-Györgyi, Albert",1933,1893,1986,Science,Medi,32.93,1,Hungary,Hungary,Hungarian,0,2
8043,"Szilard, Leo",1938,1898,1964,Science,Phys,6.77,0,Hungary,USA,Jewish,0,
42784,"Szymanowski, Karol",1922,1882,1937,Music.West,,4.14,0,Russia,Poland,Slavic,0,
13910,Ta'abbata Sharran,530,,,Lit.Arabic,,18.11,0,Rome,Arab World,Arabic,0,
13911,Tacitus,95,55,115,Lit.West,,13.23,0,Rome,Rome,Ancient Roman,0,
8056,"Tacke, Ida (Noddack)",1936,1896,,Science,Phys,7.82,0,Germany,Germany,Germanic,1,
13913,"Tagore, Rabindranath",1901,1861,1941,Lit.India,,,0,India,India,Indian,0,
11892,Taha Hussein ,1929,1889,1973,Lit.Arabic,,,0,Arab World,Arab World,Arabic,0,
21345,Taiko Jocho,1050,,,Art.Japan,,42.70,0,Japan,Japan,Japanese,0,
21358,Taiko Josetsu,1415,1375,1450,Art.Japan,,20.73,0,Japan,Japan,Japanese,0,
42786,"Tailleferre, Germaine",1932,1892,1983,Music.West,,1.84,0,France,France,French,1,
23119,Taiso Yoshitoshi,1879,1839,1892,Art.Japan,,1.00,0,Japan,Japan,Japanese,0,
8066,"Takamine, Jokichi",1894,1854,1922,Science,Chem,4.67,0,Japan,USA,Japanese,0,
13918,Takeda Izume (Idzumo),1731,1691,1756,Lit.Japan,,23.38,0,Japan,Japan,Japanese,0,
10324,Takizawa Bakin (Kiokutei),1807,1767,1848,Lit.Japan,,41.60,0,Japan,Japan,Japanese,0,
12108,Takuboku,1912,1886,1912,Lit.Japan,,15.59,0,Japan,Japan,Japanese,0,
42788,"Tallis, Thomas ",1545,1505,1585,Music.West,,5.62,0,Britain,Britain,English,0,
15820,Tamenaga Shunsui,1830,1790,1843,Lit.Japan,,9.78,0,Japan,Japan,Japanese,0,
8071,"Tamm, Igor ",1935,1895,1971,Science,Phys,9.44,0,Russia,Russia,Jewish,0,
42790,"Taneyev, Sergei",1896,1856,1915,Music.West,,1.16,0,Russia,Russia,Slavic,0,
13908,Tang Xianzu,1590,1550,1616,Lit.China,,20.31,0,China,China,Chinese,0,
22573,Tang Yin,1510,1470,1523,Art.China,,41.23,0,China,China,Chinese,0,
22594,"Tanguy, Yves",1940,1900,1955,Art.West,,1.81,0,France,France,French,0,
20384,Tani Buncho,1803,1763,1840,Art.Japan,,19.94,0,Japan,Japan,Japanese,0,
13927,Tanizaki Jun’ichiro,1926,1886,1965,Lit.Japan,,53.71,0,Japan,Japan,Japanese,0,
22595,Tankei,1213,1173,1256,Art.Japan,,9.37,0,Japan,Japan,Japanese,0,
20566,Tanomura Chikuden,1811,1771,1835,Art.Japan,,9.77,0,Japan,Japan,Japanese,0,
13909,Tao Cian (Tao Yuanming),405,365,427,Lit.China,,68.31,0,China,China,Chinese,0,
13930,Tarafah,550,,,Lit.Arabic,,19.97,0,Rome,Arab World,Arabic,0,
8084,Tartaglia  (Fontana),1539,1499,1557,Science,Math,32.46,0,Italy,Italy,Italian,0,
42798,"Tartini, Giuseppe",1732,1692,1770,Music.West,,3.50,0,Italy,Italy,Italian,0,
13935,"Tasso, Torquato",1584,1544,1595,Lit.West,,22.13,1,Italy,Italy,Italian,0,2
42800,"Tasso, Torquato",1584,1544,1595,Music.West,,3.72,1,Italy,Italy,Italian,0,2
13936,"Tassoni, Alessandro",1605,1565,1635,Lit.West,,2.50,0,Italy,Italy,Italian,0,
22600,"Tatlin, Vladimir",1925,1885,1953,Art.West,,11.94,0,Russia,Russia,Slavic,0,
8088,"Tatum, Edward ",1949,1909,1975,Science,Biol,16.69,0,USA,USA,USA,0,
8094,"Taussig, Helen ",1938,1898,1986,Science,Medi,7.46,0,USA,USA,Jewish,1,
42805,"Taverner, John",1535,1495,1545,Music.West,,3.07,0,Britain,Britain,English,0,
22511,Tawaraya Sotatsu (Nonomura Ietsu),1620,,,Art.Japan,,97.55,0,Japan,Japan,Japanese,0,
11841,Tawfiq al-Hakim,1938,1898,1987,Lit.Arabic,,,0,Arab World,Arab World,Arabic,0,
13942,Tayama Katai,1911,1871,1930,Lit.Japan,,26.71,0,Japan,Japan,Japanese,0,
8097,"Taylor, Brook",1725,1685,1731,Science,Math,15.32,0,Britain,Britain,English,0,
8099,"Taylor, Frank ",1900,1860,1938,Science,Eart,13.94,0,USA,USA,USA,0,
42808,"Tchaikovsky, Piotr",1880,1840,1893,Music.West,,20.48,0,Russia,Russia,Slavic,0,
1627,"Tchebycheff, Pafnuty",1861,1821,1894,Science,Math,3.94,0,Russia,Russia,Slavic,0,
13950,"Tegner, Esias",1822,1782,1846,Lit.West,,8.17,0,Sweden,Sweden,Swedish,0,
8113,"Teisserenc de Bort, Léon",1895,1855,1913,Science,Eart,11.53,0,France,France,French,0,
15824,Tekkan (Yosano Hiroshi),1913,1873,1935,Lit.Japan,,24.13,0,Japan,Japan,Japanese,0,
42811,"Telemann, Georg",1721,1681,1767,Music.West,,11.47,0,Germany,Germany,Germanic,0,
22605,"Teniers, David the Younger",1650,1610,1690,Art.West,,1.43,0,Belgium,Belgium,Flemish,0,
8123,"Tennant, Smithson",1801,1761,1815,Science,Chem,13.18,0,Britain,Britain,English,0,
13958,"Tennyson, Alfred",1849,1809,1892,Lit.West,,11.91,0,Britain,Britain,English,0,
22459,"Tensho Shubun (Ekkei, Soga)",1460,1420,1465,Art.Japan,,33.18,0,Japan,Japan,Japanese,0,
22608,"Terbrugghen, Hendrick",1628,1588,1629,Art.West,,2.89,0,Netherlands,Netherlands,Dutch,0,
13960,"Terence, Publius",-159,-195,-159,Lit.West,,18.44,0,Rome,Rome,Ancient Roman,0,
13961,"Teresa de Jesus (Cepeda), Santa",1555,1515,1582,Lit.West,,5.03,0,Spain,Spain,Spanish,1,
13964,Tertullian,200,160,230,Lit.West,,3.71,1,Rome,Rome,Ancient Roman,0,2
31501,Tertullian,200,160,230,Phil.West,,2.04,1,Rome,Rome,Ancient Roman,0,2
8130,"Tesla, Nikola",1896,1856,1943,Science,Tech,17.77,0,Balkans,USA,Croatian,0,
13967,"Thackeray, William",1851,1811,1863,Lit.West,,11.69,0,Britain,Britain,English,0,
8138,Thales,-585,-625,-547,Science,Phys,12.47,1,Anc Greece,Anc Greece,Ancient Greek,0,2
31503,Thales,-585,-625,-547,Phil.West,,6.07,1,Anc Greece,Anc Greece,Ancient Greek,0,2
8142,Theaetetus of Athens,-377,-417,-369,Science,Math,3.35,0,Anc Greece,Anc Greece,Ancient Greek,0,
42820,"Theile, Johann",1686,1646,1724,Music.West,,1.26,0,Germany,Germany,Germanic,0,
8143,"Theiler, Max",1939,1899,1972,Science,Medi,12.87,0,SS Africa,USA,USA,0,
8147,"Thénard, Louis",1817,1777,1857,Science,Chem,14.27,0,France,France,French,0,
13971,Theocritus of Syracuse,-270,-310,-250,Lit.West,,13.60,0,Anc Greece,Anc Greece,Ancient Greek,0,
8150,Theodorus of Cyrene,-425,-465,-399,Science,Math,5.04,0,Anc Greece,Anc Greece,Ancient Greek,0,
13974,Theognis of Megara,-540,,,Lit.West,,2.93,0,Anc Greece,Anc Greece,Ancient Greek,0,
8153,Theon of Smyrna,130,,,Science,Math,5.25,0,Anc Greece,Anc Greece,Ancient Greek,0,
8157,Theophrastus,-331,-371,-287,Science,Biol,25.76,1,Anc Greece,Anc Greece,Ancient Greek,0,2
13975,Theophrastus,-331,-371,-287,Lit.West,,3.96,1,Anc Greece,Anc Greece,Ancient Greek,0,2
42821,Thibaut de Champagne ,1241,1201,1253,Music.West,,1.00,0,France,France,French,0,
42823,"Thomas,  Ambroise",1851,1811,1886,Music.West,,3.14,0,France,France,French,0,
8185,"Thompson, Benjamin",1793,1753,1814,Science,Phys,25.29,0,USA,USA,USA,0,
13992,"Thompson, Francis",1899,1859,1907,Lit.West,,4.26,0,Britain,Britain,English,0,
8195,"Thomson, Charles ",1870,1830,1882,Science,Eart,5.24,0,Britain,Britain,Scots,0,
8197,"Thomson, George ",1932,1892,1975,Science,Phys,10.75,0,Britain,Britain,English,0,
8199,"Thomson, J.J.",1896,1856,1940,Science,Phys,49.67,0,Britain,Britain,Scots,0,
8198,"Thomson, James (engineer)",1862,1822,1892,Science,Tech,4.33,0,Britain,Britain,Scots,0,
13994,"Thomson, James (poet)",1740,1700,1748,Lit.West,,6.13,0,Britain,Britain,Scots,0,
42826,"Thomson, Virgil",1936,1896,1989,Music.West,,3.36,0,USA,USA,USA,0,
8203,"Thomson, William",1864,1824,1907,Science,Phys,27.55,1,Britain,Britain,Scots,0,2
8203,"Thomson, William",1864,1824,1907,Science,Tech,30.00,1,Britain,Britain,Scots,0,2
13999,"Thoreau, Henry",1857,1817,1862,Lit.West,,5.80,0,USA,USA,USA,0,
22625,"Thorvaldsen, Bertel",1810,1770,1844,Art.West,,3.76,0,Denmark,Denmark,Danish,0,
14003,Thucydides,-420,-460,-400,Lit.West,,14.69,0,Anc Greece,Anc Greece,Ancient Greek,0,
14006,Tibullus,-19,-50,-19,Lit.West,,6.66,0,Rome,Rome,Ancient Roman,0,
14008,"Tieck, Johann",1813,1773,1853,Lit.West,,9.39,0,Germany,Germany,Germanic,0,
22628,"Tiepolo, Giandomenico",1767,1727,1804,Art.West,,3.16,0,Italy,Italy,Italian,0,
22629,"Tiepolo, Giovanni",1736,1696,1770,Art.West,,20.86,0,Italy,Italy,Italian,0,
42830,"Tinctoris, Johannes",1476,1436,1511,Music.West,,3.45,0,Belgium,Italy,Flemish,0,
22639,Tino da Camaino,1335,1295,1337,Art.West,,2.85,0,Italy,Italy,Italian,0,
22640,"Tintoretto, Jacopo",1558,1518,1594,Art.West,,27.75,0,Italy,Italy,Italian,0,
42833,"Tippett, Michael",1945,1905,,Music.West,,4.70,0,Britain,Britain,English,0,
8248,"Tiselius, Arne ",1942,1902,1971,Science,Biol,13.67,0,Sweden,Sweden,Swedish,0,
42834,"Titelouze, Jean",1603,1563,1633,Music.West,,1.00,0,France,France,French,0,
22643,Titian (Vecellio),1530,1490,1576,Art.West,,59.57,0,Italy,Italy,Italian,0,
8253,"Titius, Johann",1769,1729,1796,Science,Astr,9.06,0,Germany,Germany,Germanic,0,
22644,Toba Sojo (Kakayu),1053,,,Art.Japan,,14.92,0,Japan,Japan,Japanese,0,
22646,"Tobey, Mark",1930,1890,1976,Art.West,,1.92,0,USA,USA,USA,0,
15829,Tokoku (Kitamura Tokoku),1894,1868,1894,Lit.Japan,,12.06,0,Japan,Japan,Japanese,0,
14022,"Toller, Ernst",1933,1893,1939,Lit.West,,3.18,0,Germany,Germany,Jewish,0,
14024,"Tolstoy, Alexey K.",1857,1817,1875,Lit.West,,2.38,0,Russia,Russia,Slavic,0,
14025,"Tolstoy, Alexey N.",1922,1882,1945,Lit.West,,7.30,0,Russia,Russia,Slavic,0,
14026,"Tolstoy, Leo",1868,1828,1910,Lit.West,,40.53,0,Russia,Russia,Slavic,0,
8264,"Tombaugh, Clyde ",1946,1906,1997,Science,Astr,11.06,0,USA,USA,USA,0,
22609,Tomioka Tessai,1875,1835,1924,Art.Japan,,10.24,0,Japan,Japan,Japanese,0,
42843,"Tomkins, Thomas",1612,1572,1656,Music.West,,1.74,0,Britain,Britain,English,0,
8265,"Tomonaga, Sin-Itiro",1946,1906,1979,Science,Phys,8.01,0,Japan,Japan,Japanese,0,
42846,"Torelli, Giuseppe",1698,1658,1709,Music.West,,3.45,0,Italy,Italy,Italian,0,
22656,Tori Busshi,620,,,Art.Japan,,27.58,0,Japan,Japan,Japanese,0,
21424,Torii Kiyomasu,1700,,,Art.Japan,,8.74,0,Japan,Japan,Japanese,0,
21425,Torii Kiyonaga,1792,1752,1815,Art.Japan,,24.76,0,Japan,Japan,Japanese,0,
21426,Torii Kiyonobu,1704,1664,1729,Art.Japan,,11.09,0,Japan,Japan,Japanese,0,
8274,"Torricelli, Evangelista",1647,1608,1647,Science,Phys,24.30,0,Italy,Italy,Italian,0,
21886,Tosa Mitsunobu,1474,1434,1525,Art.Japan,,15.11,0,Japan,Japan,Japanese,0,
22433,Toshusai Sharaku (Saito),1795,,,Art.Japan,,23.99,0,Japan,Japan,Japanese,0,
13690,Toson (Shimazaki Toson),1912,1872,1943,Lit.Japan,,56.93,0,Japan,Japan,Japanese,0,
22660,"Toulouse-Lautrec, Henri de",1901,1864,1901,Art.West,,18.65,0,France,France,French,0,
8278,"Tournefort, Joseph  de",1696,1656,1708,Science,Biol,5.76,0,France,France,French,0,
14037,"Tourneur, Cyril",1615,1575,1626,Lit.West,,1.61,0,Britain,Britain,English,0,
22420,Toyo Sesshu,1460,1420,1506,Art.Japan,,100.00,0,Japan,Japan,Japanese,0,
